x_west,flux_west,x_east,flux_east,x_west,Tw_west,x_west,Tf_west,x_east,Tf_east,x_east,Tw_east
71.4811370205,0.4558216557,9.0425754371,0.4641004111,,,,,,,,
71.6713774547,0.4347747425,8.918514595,0.4848987526,,,,,,,,
71.8748012054,0.41562952,8.8194125637,0.5061027355,,,,,,,,
72.0272213891,0.3986130635,8.7175795786,0.5285769087,,,,,,,,
72.1760592315,0.3813139402,8.6379041698,0.5505389084,,,,,,,,
72.2999690013,0.3647060489,8.5185833983,0.5709790211,,,,,,,,
72.4487958574,0.3472091551,8.41051378,0.5903655198,,,,,,,,
72.5974620379,0.3268198694,8.3274102487,0.6103841869,,,,,,,,
72.7461488177,0.3068014031,8.2413539032,0.6309296611,,,,,,,,
72.964020887,0.2738069551,8.1220432847,0.651685858,,,,,,,,
73.0928717765,0.2562598473,8.051367971,0.6703137546,,,,,,,,
73.3864248263,0.2373347111,7.9236615455,0.68856235,,,,,,,,
73.4575917821,0.2300694135,7.8280625615,0.7078786078,,,,,,,,
73.7846108832,0.2528609062,7.728840105,0.7253334807,,,,,,,,
73.9426743333,0.2732267227,7.629601855,0.742296667,,,,,,,,
74.0934828558,0.291402663,7.5303517599,0.7588910884,,,,,,,,
74.2442845119,0.3094549969,7.4310898196,0.7751167449,,,,,,,,
74.3950655685,0.3271365112,7.3256476984,0.7930940348,,,,,,,,
74.5673014354,0.345807704,7.2006366254,0.8120459177,,,,,,,,
74.7216491385,0.3634893561,7.0373976065,0.8335396444,,,,,,,,
74.8758869778,0.3791933043,6.8812318046,0.8533475887,,,,,,,,
75.0924185138,0.396259327,6.6664346366,0.8722658145,,,,,,,,
75.2772288693,0.4130062799,6.511765529,0.8893601172,,,,,,,,
75.6242360514,0.4317857566,6.2379368185,0.9072575081,,,,,,,,
76.0992606125,0.4436955847,5.8144393077,0.9253381638,,,,,,,,
76.6484679815,0.4427054732,5.265808722,0.9308361136,,,,,,,,
77.1971060567,0.4314672597,4.7914595676,0.9190272551,,,,,,,,
77.7456916971,0.419285142,4.4666047317,0.9016031126,,,,,,,,
78.2944720958,0.410608954,4.2248778222,0.8834107099,,,,,,,,
78.8435071785,0.4065174432,4.0877815037,0.868203547,,,,,,,,
79.3928269081,0.4075499834,3.8912082574,0.8504369799,,,,,,,,
79.9423039425,0.4114142361,3.7159767796,0.8314148561,,,,,,,,
80.4916461442,0.4128513066,3.5657216828,0.813345375,,,,,,,,
81.0406849723,0.4088272176,3.4154034121,0.7933091477,,,,,,,,
81.5393071837,0.3960963063,3.3400290907,0.7765918046,,,,,,,,
81.9378822104,0.3801017509,3.2397524202,0.7612265996,,,,,,,,
82.2365882599,0.3640515415,3.1394520596,0.7451238647,,,,,,,,
82.5101955555,0.3456200598,3.0391319571,0.7284065217,,,,,,,,
82.7089509983,0.3280447504,2.9637742189,0.7122054495,,,,,,,,
82.9077579398,0.3113964897,2.8635030761,0.6970123348,,,,,,,,
83.1513353674,0.2917030646,2.7714721748,0.6794837089,,,,,,,,
83.3052070271,0.2751334124,2.6627177969,0.6590611564,,,,,,,,
83.5038783555,0.2560439235,2.5337449609,0.6378835138,,,,,,,,
83.7025651335,0.2372325491,2.4784599296,0.6178999672,,,,,,,,
83.9016742001,0.2260229741,2.3971235745,0.6004802148,,,,,,,,
84.2108224015,0.3080600077,2.2984420442,0.5793025722,,,,,,,,
84.5064875808,0.3271562289,2.1979570974,0.5574532507,,,,,,,,
84.8320039034,0.3442970931,2.0878006262,0.5365258414,,,,,,,,
85.2823387612,0.3611891446,1.9845764999,0.5156906234,,,,,,,,
85.8320854611,0.3699077613,1.8948574801,0.496172423,,,,,,,,
86.3813115568,0.3692547584,1.7961831415,0.4752186734,,,,,,,,
86.9303503849,0.3652306694,1.6957070785,0.4536459256,,,,,,,,
87.4793779769,0.3610043151,1.5855341558,0.4322063429,,,,,,,,
88.0284205504,0.3570476478,1.4823205586,0.4116989159,,,,,,,,
88.5774781052,0.3533606674,1.3926083074,0.3923914383,,,,,,,,
89.1265019519,0.3490668914,1.2939627355,0.3723332606,,,,,,,,
89.6755894696,0.3459192847,1.1643842482,0.3507912432,,,,,,,,
90.2247181861,0.3435133171,1.0556084363,0.3297014018,,,,,,,,
90.7739068284,0.3421860969,0.9266288317,0.3083130364,,,,,,,,
91.3230917252,0.3407914551,0.8298075462,0.2895762664,,,,,,,,
91.872138044,0.3369022095,0.7330155914,0.2717526286,,,,,,,,
92.3958586584,0.3265462563,0.5853533024,0.2511939843,,,,,,,,
92.7944743609,0.3112839223,0.4205830223,0.2342615284,,,,,,,,
93.0931800179,0.2952266496,0.2848904891,0.2165300818,,,,,,,,
93.366774954,0.2765726762,,,,,,,,,,
93.5600572392,0.2603465234,,,,,,,,,,
93.7429933724,0.2433547896,,,,,,,,,,
93.8137966009,0.2338221866,,,,,,,,,,
94.3505750709,0.2044129743,,,,,,,,,,
